date,campaign_id,ad_group_id,impressions,clicks,conversions,spend
2026-01-23,C002,C002_AG8,1247,75,16,1043.26
2026-01-24,C002,C002_AG8,1550,76,7,504.7
2026-01-25,C002,C002_AG8,1541,122,26,1571.24
2026-01-26,C002,C002_AG8,1288,33,3,529.41
2026-01-27,C002,C002_AG8,1641,130,13,1598.66
2026-01-28,C002,C002_AG8,1208,49,9,900.16
2026-01-29,C002,C002_AG8,1715,127,21,849.81
2026-01-30,C002,C002_AG8,1638,34,8,606.7
2026-01-31,C002,C002_AG8,1285,64,6,1031.37
2026-02-01,C002,C002_AG8,1416,91,8,1758.32
2026-02-02,C002,C002_AG8,1780,129,23,2384.99
2026-02-03,C002,C002_AG8,1776,91,9,1381.93
2026-02-04,C002,C002_AG8,1435,64,15,616.95
2026-02-05,C002,C002_AG8,453,18,3,207.03
2026-02-06,C002,C002_AG8,1782,120,12,2345.05
2026-02-07,C002,C002_AG8,1612,77,6,1501.51
2025-10-11,C003,C003_AG1,1790,66,13,345.44
2025-10-12,C003,C003_AG1,532,29,1,278.03
2025-10-13,C003,C003_AG1,2067,41,4,420.38
2025-10-14,C003,C003_AG1,2222,133,27,974.3
2025-10-15,C003,C003_AG1,1764,140,12,1928.97
2025-10-16,C003,C003_AG1,1724,83,10,1425.58
2025-10-17,C003,C003_AG1,1882,146,10,1302.16
2025-10-18,C003,C003_AG1,1795,96,17,944.37
2025-10-19,C003,C003_AG1,2085,66,5,878.74
2025-10-20,C003,C003_AG1,1620,87,15,1147.31
2025-10-21,C003,C003_AG1,2235,103,8,1197.74
2025-10-22,C003,C003_AG1,2280,143,20,1632.35
2025-10-23,C003,C003_AG1,1873,40,6,774.5
2025-10-24,C003,C003_AG1,2141,121,13,1045.4
2025-10-25,C003,C003_AG1,1653,86,14,808.41
2025-10-26,C003,C003_AG1,1859,82,4,1403.2
2025-10-27,C003,C003_AG1,1912,44,2,767.73
2025-10-28,C003,C003_AG1,1813,46,4,562.21
2025-10-29,C003,C003_AG1,1601,103,19,1657.32
2025-10-30,C003,C003_AG1,1713,49,9,609.05
2025-10-31,C003,C003_AG1,2079,147,16,1420.51
2025-11-01,C003,C003_AG1,1559,76,14,510.77
2025-11-02,C003,C003_AG1,607,16,1,129.03
2025-11-03,C003,C003_AG1,2201,102,6,696.37
2025-11-04,C003,C003_AG1,2318,160,34,2112.13
2025-11-05,C003,C003_AG1,2083,149,25,1711.31
2025-11-06,C003,C003_AG1,1698,117,21,884.71
2025-11-07,C003,C003_AG1,1979,96,10,1441.25
2025-11-08,C003,C003_AG1,1937,116,14,1793.92
2025-11-09,C003,C003_AG1,1878,85,4,1007.78
2025-11-10,C003,C003_AG1,1562,59,10,1085.5
2025-11-11,C003,C003_AG1,1587,118,28,1418.2
2025-11-12,C003,C003_AG1,1769,139,16,2479.43
2025-11-13,C003,C003_AG1,1825,113,14,671.39
2025-11-14,C003,C003_AG1,1827,115,13,1808.69
2025-11-15,C003,C003_AG1,1770,116,12,1265.44
2025-11-16,C003,C003_AG1,2055,87,12,1294.96
2025-11-17,C003,C003_AG1,2275,151,23,1048.14
2025-11-18,C003,C003_AG1,2296,93,16,1028.26
2025-11-19,C003,C003_AG1,664,19,1,125.27
2025-11-20,C003,C003_AG1,1924,126,31,2158.17
2025-11-21,C003,C003_AG1,1738,128,10,2353.55
2025-11-22,C003,C003_AG1,1880,44,7,295.55
2025-11-23,C003,C003_AG1,1611,106,18,1866.68
2025-11-24,C003,C003_AG1,1804,111,13,2201.47
2025-11-25,C003,C003_AG1,1709,60,8,557.48
2025-11-26,C003,C003_AG1,1680,115,24,906.71
2025-11-27,C003,C003_AG1,2043,122,11,2092.32
2025-11-28,C003,C003_AG1,1833,81,12,492.44
2025-11-29,C003,C003_AG1,2121,158,28,1965.94
2025-11-30,C003,C003_AG1,1997,96,11,1370.61
2025-12-01,C003,C003_AG1,1661,39,5,415.03
2025-12-02,C003,C003_AG1,1615,108,11,731.04
2025-12-03,C003,C003_AG1,2021,80,7,1528.74
2025-12-04,C003,C003_AG1,1749,108,6,1951.79
2025-12-05,C003,C003_AG1,1612,87,19,1651.01
2025-12-06,C003,C003_AG1,1864,43,8,286.51
2025-12-07,C003,C003_AG1,2267,81,4,815.72
2025-12-08,C003,C003_AG1,1814,119,9,1571.55
2025-12-09,C003,C003_AG1,2272,135,30,1152.12
2025-12-10,C003,C003_AG1,2291,170,32,2802.21
2025-12-11,C003,C003_AG1,695,53,8,751.88
2025-12-12,C003,C003_AG1,1982,152,15,855.17
2025-12-13,C003,C003_AG1,584,34,4,324.74
2025-12-14,C003,C003_AG1,2309,49,2,813.61
2025-12-15,C003,C003_AG1,1969,141,26,2265.71
2025-12-16,C003,C003_AG1,1594,105,19,1201.81
2025-12-17,C003,C003_AG1,1661,76,17,1500.09
2025-12-18,C003,C003_AG1,1704,78,4,661.48
2025-12-19,C003,C003_AG1,1730,112,25,1892.54
2025-12-20,C003,C003_AG1,2324,48,9,825.09
2025-12-21,C003,C003_AG1,1652,50,2,512.25
2025-12-22,C003,C003_AG1,1744,65,11,791.73
2025-12-23,C003,C003_AG1,1614,56,8,695.74
2025-12-24,C003,C003_AG1,1831,137,12,2150.49
2025-12-25,C003,C003_AG1,2160,81,14,1045.12
2025-12-26,C003,C003_AG1,2096,105,6,1943.17
2025-12-27,C003,C003_AG1,2037,74,6,522.22
2025-12-28,C003,C003_AG1,1733,111,10,1175.03
2025-12-29,C003,C003_AG1,1664,130,24,1917.32
2025-12-30,C003,C003_AG1,1643,82,4,751.9
2025-12-31,C003,C003_AG1,2197,55,5,778.04
2026-01-01,C003,C003_AG1,2224,95,5,768.17
2026-01-02,C003,C003_AG1,1889,43,4,564.3
2026-01-03,C003,C003_AG1,1574,88,20,1657.96
2026-01-04,C003,C003_AG1,2184,121,24,1223.81
2026-01-05,C003,C003_AG1,1891,86,16,1378.68
2026-01-06,C003,C003_AG1,1639,70,13,1061.87
2026-01-07,C003,C003_AG1,2283,109,17,1474.18
2026-01-08,C003,C003_AG1,1680,72,14,1358.63
2026-01-09,C003,C003_AG1,1566,106,25,666.0
2026-01-10,C003,C003_AG1,1976,79,10,1124.42
2026-01-11,C003,C003_AG1,2066,138,29,1948.56
2026-01-12,C003,C003_AG1,1996,78,8,599.18
2026-01-13,C003,C003_AG1,1896,90,21,1098.28
2026-01-14,C003,C003_AG1,1723,40,9,365.87
2026-01-15,C003,C003_AG1,1798,42,3,692.57
2026-01-16,C003,C003_AG1,2229,61,10,439.42
2026-01-17,C003,C003_AG1,1592,42,2,641.2
2026-01-18,C003,C003_AG1,2005,45,8,266.05
2026-01-19,C003,C003_AG1,1755,62,11,1107.47
2026-01-20,C003,C003_AG1,2112,118,14,727.14
2026-01-21,C003,C003_AG1,1951,66,7,697.65
2026-01-22,C003,C003_AG1,1877,109,24,778.93
2026-01-23,C003,C003_AG1,2166,86,11,1271.05
2026-01-24,C003,C003_AG1,2311,132,10,748.33
2026-01-25,C003,C003_AG1,2263,48,8,821.78
2026-01-26,C003,C003_AG1,2161,109,18,1107.53
2026-01-27,C003,C003_AG1,2200,48,9,514.38
2026-01-28,C003,C003_AG1,1615,39,9,326.38
2026-01-29,C003,C003_AG1,2000,105,14,1679.55
2026-01-30,C003,C003_AG1,1964,45,6,579.0
2026-01-31,C003,C003_AG1,1763,123,13,1065.23
2026-02-01,C003,C003_AG1,2151,89,12,1443.83
2026-02-02,C003,C003_AG1,1741,111,25,1157.53
2026-02-03,C003,C003_AG1,1947,145,26,2041.35
2026-02-04,C003,C003_AG1,1879,101,21,694.8
2026-02-05,C003,C003_AG1,2157,95,15,671.85
2026-02-06,C003,C003_AG1,1777,69,4,780.76
2026-02-07,C003,C003_AG1,2002,116,23,2145.78
2025-10-11,C003,C003_AG2,440,15,2,284.28
2025-10-12,C003,C003_AG2,1470,32,4,491.22
2025-10-13,C003,C003_AG2,1474,106,24,1967.77
2025-10-14,C003,C003_AG2,1661,88,16,597.12
2025-10-15,C003,C003_AG2,2004,111,19,2210.23
2025-10-16,C003,C003_AG2,568,23,3,256.06
2025-10-17,C003,C003_AG2,1960,73,10,512.39
2025-10-18,C003,C003_AG2,1912,143,33,894.73
2025-10-19,C003,C003_AG2,1793,75,13,801.8
2025-10-20,C003,C003_AG2,1734,95,22,613.08
2025-10-21,C003,C003_AG2,1619,87,19,1191.68
2025-10-22,C003,C003_AG2,1678,66,7,506.63
2025-10-23,C003,C003_AG2,1946,124,30,1011.87
2025-10-24,C003,C003_AG2,1780,101,7,936.46
2025-10-25,C003,C003_AG2,1572,72,16,671.56
2025-10-26,C003,C003_AG2,2067,134,31,2009.53
2025-10-27,C003,C003_AG2,1526,107,21,578.9
2025-10-28,C003,C003_AG2,2047,107,22,545.7
2025-10-29,C003,C003_AG2,1401,45,10,610.54
2025-10-30,C003,C003_AG2,1743,121,13,803.95
2025-10-31,C003,C003_AG2,1967,91,12,814.07
2025-11-01,C003,C003_AG2,2070,132,9,1360.37
2025-11-02,C003,C003_AG2,1931,122,14,1537.92
2025-11-03,C003,C003_AG2,1819,92,18,1435.4
2025-11-04,C003,C003_AG2,2022,93,21,1572.91
2025-11-05,C003,C003_AG2,1965,117,26,647.54
2025-11-06,C003,C003_AG2,1388,39,4,746.75
2025-11-07,C003,C003_AG2,1566,45,9,720.15
2025-11-08,C003,C003_AG2,1520,110,26,1964.31
2025-11-09,C003,C003_AG2,1385,33,5,268.23
2025-11-10,C003,C003_AG2,1672,59,7,811.75
2025-11-11,C003,C003_AG2,1718,102,8,969.15
2025-11-12,C003,C003_AG2,1585,77,16,838.0
2025-11-13,C003,C003_AG2,1715,44,3,801.39
2025-11-14,C003,C003_AG2,1581,123,14,1837.16
2025-11-15,C003,C003_AG2,1704,66,4,1020.0
2025-11-16,C003,C003_AG2,1918,94,19,1159.74
2025-11-17,C003,C003_AG2,1545,57,8,1045.79
2025-11-18,C003,C003_AG2,1425,94,9,917.84
2025-11-19,C003,C003_AG2,1688,74,17,667.83
2025-11-20,C003,C003_AG2,1618,111,12,1237.34
2025-11-21,C003,C003_AG2,1498,48,8,922.47
2025-11-22,C003,C003_AG2,1611,90,4,1425.01
2025-11-23,C003,C003_AG2,1445,90,20,1485.24
2025-11-24,C003,C003_AG2,1836,93,11,741.82
2025-11-25,C003,C003_AG2,1753,125,11,2127.41
2025-11-26,C003,C003_AG2,1612,53,10,1012.31
2025-11-27,C003,C003_AG2,419,32,2,351.01
2025-11-28,C003,C003_AG2,1491,56,5,928.83
2025-11-29,C003,C003_AG2,1571,43,8,637.65
2025-11-30,C003,C003_AG2,1895,68,4,415.37
2025-12-01,C003,C003_AG2,1910,85,4,1483.57
2025-12-02,C003,C003_AG2,1488,95,19,751.85
2025-12-03,C003,C003_AG2,1599,63,9,337.14
2025-12-04,C003,C003_AG2,1523,54,9,651.83
2025-12-05,C003,C003_AG2,1447,112,18,1372.03
2025-12-06,C003,C003_AG2,1751,60,3,747.33
2025-12-07,C003,C003_AG2,1640,86,6,719.04
2025-12-08,C003,C003_AG2,1658,56,6,753.05
2025-12-09,C003,C003_AG2,1613,110,26,707.39
2025-12-10,C003,C003_AG2,1981,97,9,690.64
2025-12-11,C003,C003_AG2,1710,108,17,916.54
2025-12-12,C003,C003_AG2,1557,60,7,435.55
2025-12-13,C003,C003_AG2,1774,78,3,1197.76
2025-12-14,C003,C003_AG2,1932,101,11,1492.79
2025-12-15,C003,C003_AG2,1873,95,21,1889.68
2025-12-16,C003,C003_AG2,1455,90,11,1471.8
2025-12-17,C003,C003_AG2,1900,56,7,1096.41
2025-12-18,C003,C003_AG2,502,15,3,184.62
2025-12-19,C003,C003_AG2,1761,77,8,887.98
2025-12-20,C003,C003_AG2,2020,122,18,1735.63
2025-12-21,C003,C003_AG2,1832,52,8,419.48
2025-12-22,C003,C003_AG2,1877,96,9,1146.55
2025-12-23,C003,C003_AG2,2024,127,28,892.82
2025-12-24,C003,C003_AG2,1956,40,5,290.21
2025-12-25,C003,C003_AG2,2058,79,6,1217.44
2025-12-26,C003,C003_AG2,1612,38,5,279.18
2025-12-27,C003,C003_AG2,1769,59,10,1116.17
2025-12-28,C003,C003_AG2,1950,140,23,1342.08
2025-12-29,C003,C003_AG2,1662,58,9,863.65
2025-12-30,C003,C003_AG2,1488,94,9,840.74
2025-12-31,C003,C003_AG2,1934,106,21,1054.95
2026-01-01,C003,C003_AG2,1792,65,13,1174.55
2026-01-02,C003,C003_AG2,1710,51,10,1011.65
2026-01-03,C003,C003_AG2,1938,55,4,996.56
2026-01-04,C003,C003_AG2,2002,46,7,533.39
2026-01-05,C003,C003_AG2,1609,80,5,1072.17
2026-01-06,C003,C003_AG2,1649,79,8,1013.55
2026-01-07,C003,C003_AG2,1994,140,33,2685.53
2026-01-08,C003,C003_AG2,1875,131,21,1618.03
2026-01-09,C003,C003_AG2,1857,99,13,1012.05
2026-01-10,C003,C003_AG2,490,23,4,366.33
2026-01-11,C003,C003_AG2,1770,141,33,1513.9
2026-01-12,C003,C003_AG2,1900,39,5,502.71
2026-01-13,C003,C003_AG2,479,12,1,105.68
2026-01-14,C003,C003_AG2,1802,39,4,475.06
2026-01-15,C003,C003_AG2,559,19,3,371.78
2026-01-16,C003,C003_AG2,1980,149,37,2158.06
2026-01-17,C003,C003_AG2,1710,123,24,2104.71
2026-01-18,C003,C003_AG2,420,30,2,481.29
2026-01-19,C003,C003_AG2,1474,66,14,385.49
2026-01-20,C003,C003_AG2,1426,36,5,711.04
2026-01-21,C003,C003_AG2,1807,37,8,655.77
2026-01-22,C003,C003_AG2,1873,139,23,2663.87
2026-01-23,C003,C003_AG2,2033,89,19,1338.97
2026-01-24,C003,C003_AG2,1953,97,18,607.17
2026-01-25,C003,C003_AG2,1573,50,7,379.73
2026-01-26,C003,C003_AG2,1962,39,4,400.15
2026-01-27,C003,C003_AG2,1776,109,17,1302.01
2026-01-28,C003,C003_AG2,1445,92,8,1275.78
2026-01-29,C003,C003_AG2,1913,128,11,1359.1
2026-01-30,C003,C003_AG2,1884,65,14,951.26
2026-01-31,C003,C003_AG2,1515,99,7,574.2
2026-02-01,C003,C003_AG2,1506,42,4,352.36
2026-02-02,C003,C003_AG2,1994,61,6,943.27
2026-02-03,C003,C003_AG2,1722,94,11,1374.97
2026-02-04,C003,C003_AG2,1819,127,7,2225.15
2026-02-05,C003,C003_AG2,1755,57,10,581.62
2026-02-06,C003,C003_AG2,1933,62,11,778.5
2026-02-07,C003,C003_AG2,1932,49,10,434.79
2025-10-11,C003,C003_AG3,2053,104,18,1261.33
2025-10-12,C003,C003_AG3,1632,87,15,1611.16
2025-10-13,C003,C003_AG3,1479,61,14,450.26
2025-10-14,C003,C003_AG3,1642,121,10,1254.78
2025-10-15,C003,C003_AG3,1789,116,15,1652.91
2025-10-16,C003,C003_AG3,1893,120,17,1038.46
2025-10-17,C003,C003_AG3,1827,89,11,498.57
2025-10-18,C003,C003_AG3,1570,119,28,787.52
2025-10-19,C003,C003_AG3,1594,87,14,649.05
2025-10-20,C003,C003_AG3,1616,90,17,1157.52
2025-10-21,C003,C003_AG3,1804,51,9,858.26
2025-10-22,C003,C003_AG3,1469,99,7,1008.96
2025-10-23,C003,C003_AG3,1729,102,9,773.26
2025-10-24,C003,C003_AG3,1535,109,14,1728.96
2025-10-25,C003,C003_AG3,1795,119,6,879.4
2025-10-26,C003,C003_AG3,1792,78,7,942.6
2025-10-27,C003,C003_AG3,1731,59,13,638.0
2025-10-28,C003,C003_AG3,2062,90,10,832.31
2025-10-29,C003,C003_AG3,2018,112,17,1142.74
2025-10-30,C003,C003_AG3,2087,45,10,345.26
2025-10-31,C003,C003_AG3,1660,83,4,1160.97
2025-11-01,C003,C003_AG3,1459,49,7,277.52
2025-11-02,C003,C003_AG3,1470,63,5,457.46
2025-11-03,C003,C003_AG3,1880,91,9,1758.6
2025-11-04,C003,C003_AG3,1685,86,6,1470.04
2025-11-05,C003,C003_AG3,1920,113,14,1932.72
2025-11-06,C003,C003_AG3,1496,75,14,388.04
2025-11-07,C003,C003_AG3,1876,85,5,966.85
2025-11-08,C003,C003_AG3,1487,101,23,1265.62
2025-11-09,C003,C003_AG3,1906,134,32,894.46
2025-11-10,C003,C003_AG3,1703,111,24,688.22
2025-11-11,C003,C003_AG3,621,38,3,483.49
2025-11-12,C003,C003_AG3,2018,93,13,520.58
2025-11-13,C003,C003_AG3,1729,39,6,411.04
2025-11-14,C003,C003_AG3,1879,124,6,1117.06
2025-11-15,C003,C003_AG3,1698,79,8,437.2
2025-11-16,C003,C003_AG3,1919,99,12,755.22
2025-11-17,C003,C003_AG3,1494,42,6,772.41
2025-11-18,C003,C003_AG3,1727,98,22,1818.26
2025-11-19,C003,C003_AG3,1982,107,6,1059.17
2025-11-20,C003,C003_AG3,550,34,7,221.57
2025-11-21,C003,C003_AG3,1915,77,13,733.79
2025-11-22,C003,C003_AG3,1534,99,19,1597.89
2025-11-23,C003,C003_AG3,2046,159,33,2156.58
2025-11-24,C003,C003_AG3,1838,96,20,1479.73
2025-11-25,C003,C003_AG3,542,17,4,155.07
2025-11-26,C003,C003_AG3,1536,76,4,834.48
2025-11-27,C003,C003_AG3,1605,32,2,535.38
2025-11-28,C003,C003_AG3,1598,76,15,1103.74
2025-11-29,C003,C003_AG3,1563,97,9,1374.57
2025-11-30,C003,C003_AG3,1833,87,11,1211.78
2025-12-01,C003,C003_AG3,1739,92,10,901.11
2025-12-02,C003,C003_AG3,1512,107,16,1389.25
2025-12-03,C003,C003_AG3,1679,74,13,1004.16
2025-12-04,C003,C003_AG3,1747,138,9,2238.38
2025-12-05,C003,C003_AG3,1619,105,14,1261.12
2025-12-06,C003,C003_AG3,1816,104,16,1168.01
2025-12-07,C003,C003_AG3,1933,71,14,1409.01
2025-12-08,C003,C003_AG3,1783,76,18,520.78
2025-12-09,C003,C003_AG3,1554,41,4,736.91
2025-12-10,C003,C003_AG3,2097,165,26,1696.26
2025-12-11,C003,C003_AG3,2038,74,15,1069.61
2025-12-12,C003,C003_AG3,1888,109,19,1366.27
2025-12-13,C003,C003_AG3,1563,69,13,641.3
2025-12-14,C003,C003_AG3,1515,109,14,550.46
2025-12-15,C003,C003_AG3,1941,115,21,744.61
2025-12-16,C003,C003_AG3,1699,76,6,413.11
2025-12-17,C003,C003_AG3,1834,92,6,1247.41
2025-12-18,C003,C003_AG3,1421,80,6,1150.59
2025-12-19,C003,C003_AG3,2074,44,7,741.32
2025-12-20,C003,C003_AG3,1764,55,12,652.66
2025-12-21,C003,C003_AG3,1573,76,14,607.76
2025-12-22,C003,C003_AG3,1451,31,5,368.52
2025-12-23,C003,C003_AG3,1717,59,5,703.34
2025-12-24,C003,C003_AG3,1970,138,30,2571.38
2025-12-25,C003,C003_AG3,1913,46,9,700.6
2025-12-26,C003,C003_AG3,1770,85,10,1423.38
2025-12-27,C003,C003_AG3,2026,105,20,1480.99
2025-12-28,C003,C003_AG3,1907,88,18,518.92
2025-12-29,C003,C003_AG3,1987,126,7,1384.92
2025-12-30,C003,C003_AG3,1847,85,17,557.12
2025-12-31,C003,C003_AG3,1938,106,22,1677.97
2026-01-01,C003,C003_AG3,1867,53,5,648.66
2026-01-02,C003,C003_AG3,1637,100,14,1563.62
2026-01-03,C003,C003_AG3,1937,78,14,776.87
2026-01-04,C003,C003_AG3,1586,57,3,404.72
2026-01-05,C003,C003_AG3,1423,103,16,1617.83
2026-01-06,C003,C003_AG3,1908,103,11,1616.71
2026-01-07,C003,C003_AG3,1514,103,7,1453.51
2026-01-08,C003,C003_AG3,1586,53,11,728.67
2026-01-09,C003,C003_AG3,1414,59,8,1065.16
2026-01-10,C003,C003_AG3,1740,128,31,1876.19
2026-01-11,C003,C003_AG3,1757,90,11,1700.21
2026-01-12,C003,C003_AG3,2017,98,14,1048.41
2026-01-13,C003,C003_AG3,1451,48,4,348.06
2026-01-14,C003,C003_AG3,1917,52,4,649.06
2026-01-15,C003,C003_AG3,1854,38,7,656.77
2026-01-16,C003,C003_AG3,2036,131,16,719.53
2026-01-17,C003,C003_AG3,2074,104,10,2020.18
2026-01-18,C003,C003_AG3,1783,44,9,514.78
2026-01-19,C003,C003_AG3,1577,106,9,2018.77
2026-01-20,C003,C003_AG3,1566,98,8,1929.68
2026-01-21,C003,C003_AG3,1600,103,20,1932.49
2026-01-22,C003,C003_AG3,1498,57,5,493.57
2026-01-23,C003,C003_AG3,1741,45,10,259.48
2026-01-24,C003,C003_AG3,1456,70,9,849.84
2026-01-25,C003,C003_AG3,1819,101,11,519.55
2026-01-26,C003,C003_AG3,2041,128,17,1873.84
2026-01-27,C003,C003_AG3,1851,120,29,1053.15
2026-01-28,C003,C003_AG3,1595,92,10,1126.93
2026-01-29,C003,C003_AG3,1859,66,10,667.73
2026-01-30,C003,C003_AG3,1759,101,7,1651.27
2026-01-31,C003,C003_AG3,1410,103,15,1280.99
2026-02-01,C003,C003_AG3,1940,117,8,2097.86
2026-02-02,C003,C003_AG3,1888,130,11,861.99
2026-02-03,C003,C003_AG3,1621,62,12,748.84
2026-02-04,C003,C003_AG3,2057,67,12,660.38
2026-02-05,C003,C003_AG3,1684,51,4,761.88
2026-02-06,C003,C003_AG3,1768,85,14,956.56
2026-02-07,C003,C003_AG3,1566,56,13,980.93
2025-10-11,C003,C003_AG4,1455,59,11,692.99
2025-10-12,C003,C003_AG4,1492,67,13,741.1
2025-10-13,C003,C003_AG4,1467,100,24,1650.57
2025-10-14,C003,C003_AG4,505,16,3,150.75
2025-10-15,C003,C003_AG4,1447,97,11,1299.76
2025-10-16,C003,C003_AG4,1381,69,15,455.57
2025-10-17,C003,C003_AG4,1450,70,13,843.37
2025-10-18,C003,C003_AG4,1275,75,14,1397.5
2025-10-19,C003,C003_AG4,1421,80,10,521.73
2025-10-20,C003,C003_AG4,1419,59,13,393.26
2025-10-21,C003,C003_AG4,1714,67,13,750.85
2025-10-22,C003,C003_AG4,1341,50,4,316.0
2025-10-23,C003,C003_AG4,1604,105,10,1361.37
2025-10-24,C003,C003_AG4,1260,83,5,1393.45
2025-10-25,C003,C003_AG4,1442,102,23,1192.14
2025-10-26,C003,C003_AG4,1362,65,9,649.69
2025-10-27,C003,C003_AG4,1686,59,11,315.48
2025-10-28,C003,C003_AG4,1503,65,9,371.83
2025-10-29,C003,C003_AG4,1816,92,4,1063.35
2025-10-30,C003,C003_AG4,468,31,6,383.78
2025-10-31,C003,C003_AG4,1642,105,17,2059.41
2025-11-01,C003,C003_AG4,1578,107,23,675.81
2025-11-02,C003,C003_AG4,1627,129,25,2129.37
2025-11-03,C003,C003_AG4,1419,66,14,1061.55
2025-11-04,C003,C003_AG4,1292,76,8,981.59
2025-11-05,C003,C003_AG4,1758,80,4,1089.69
2025-11-06,C003,C003_AG4,529,11,1,125.48
2025-11-07,C003,C003_AG4,1386,83,9,984.9
2025-11-08,C003,C003_AG4,1727,94,11,1711.24
2025-11-09,C003,C003_AG4,1342,89,8,687.42
2025-11-10,C003,C003_AG4,486,34,7,445.44
2025-11-11,C003,C003_AG4,1451,56,5,455.4
2025-11-12,C003,C003_AG4,1511,54,12,445.96
2025-11-13,C003,C003_AG4,1332,98,13,1716.21
2025-11-14,C003,C003_AG4,1524,98,19,1049.21
2025-11-15,C003,C003_AG4,1496,48,6,826.44
2025-11-16,C003,C003_AG4,1356,101,19,689.38
2025-11-17,C003,C003_AG4,1322,65,11,1055.94
2025-11-18,C003,C003_AG4,1366,108,22,1122.97
2025-11-19,C003,C003_AG4,1317,62,3,1057.17
2025-11-20,C003,C003_AG4,1781,73,17,1281.01
2025-11-21,C003,C003_AG4,1775,67,16,419.87
2025-11-22,C003,C003_AG4,1490,71,17,647.57
2025-11-23,C003,C003_AG4,1448,41,4,552.22
2025-11-24,C003,C003_AG4,1344,82,16,485.25
2025-11-25,C003,C003_AG4,1787,106,13,1189.65
2025-11-26,C003,C003_AG4,1354,103,25,1661.34
2025-11-27,C003,C003_AG4,1360,98,7,728.69
2025-11-28,C003,C003_AG4,1438,82,19,736.17
2025-11-29,C003,C003_AG4,1735,69,15,380.42
2025-11-30,C003,C003_AG4,1816,41,5,573.08
2025-12-01,C003,C003_AG4,1345,28,6,178.69
2025-12-02,C003,C003_AG4,1317,63,15,1124.05
2025-12-03,C003,C003_AG4,1331,74,13,715.69
2025-12-04,C003,C003_AG4,1810,50,9,524.19
2025-12-05,C003,C003_AG4,1693,82,16,1457.92
2025-12-06,C003,C003_AG4,1383,38,9,318.56
2025-12-07,C003,C003_AG4,1306,57,12,374.97
2025-12-08,C003,C003_AG4,1362,81,9,1588.36
2025-12-09,C003,C003_AG4,1571,85,19,1393.86
2025-12-10,C003,C003_AG4,1510,90,14,1711.74
2025-12-11,C003,C003_AG4,543,23,1,183.27
2025-12-12,C003,C003_AG4,1336,29,6,215.42
2025-12-13,C003,C003_AG4,1603,78,9,1125.59
2025-12-14,C003,C003_AG4,1607,75,6,1073.98
2025-12-15,C003,C003_AG4,1320,48,9,905.2
2025-12-16,C003,C003_AG4,1803,63,13,775.55
2025-12-17,C003,C003_AG4,1660,99,11,1265.82
2025-12-18,C003,C003_AG4,1475,86,20,592.83
2025-12-19,C003,C003_AG4,1532,40,6,377.43
2025-12-20,C003,C003_AG4,1438,66,16,412.14
2025-12-21,C003,C003_AG4,1561,68,16,1358.52
2025-12-22,C003,C003_AG4,1771,58,3,928.07
2025-12-23,C003,C003_AG4,1621,47,10,605.16
2025-12-24,C003,C003_AG4,1473,49,11,635.19
2025-12-25,C003,C003_AG4,1309,39,6,556.64
2025-12-26,C003,C003_AG4,1715,49,11,693.1
2025-12-27,C003,C003_AG4,1420,110,26,1039.22
2025-12-28,C003,C003_AG4,1853,136,19,957.68
2025-12-29,C003,C003_AG4,1247,43,6,415.99
2025-12-30,C003,C003_AG4,1629,126,7,1405.61
2025-12-31,C003,C003_AG4,1760,115,24,2215.32
2026-01-01,C003,C003_AG4,1737,102,13,805.86
2026-01-02,C003,C003_AG4,1291,100,10,1838.96
2026-01-03,C003,C003_AG4,1708,130,10,1514.59
2026-01-04,C003,C003_AG4,1721,35,2,338.36
2026-01-05,C003,C003_AG4,1639,79,14,749.1
2026-01-06,C003,C003_AG4,1710,80,5,1574.79
2026-01-07,C003,C003_AG4,1460,53,13,568.29
2026-01-08,C003,C003_AG4,1317,63,10,1143.05
2026-01-09,C003,C003_AG4,1742,114,10,746.22
2026-01-10,C003,C003_AG4,1623,90,11,1623.64
2026-01-11,C003,C003_AG4,1768,137,18,1996.21
2026-01-12,C003,C003_AG4,1421,90,9,789.76
2026-01-13,C003,C003_AG4,1508,105,25,655.87
2026-01-14,C003,C003_AG4,1749,60,8,831.98
2026-01-15,C003,C003_AG4,1312,87,16,1166.68
2026-01-16,C003,C003_AG4,1481,75,17,805.41
2026-01-17,C003,C003_AG4,1615,109,26,1486.15
2026-01-18,C003,C003_AG4,1723,71,13,1317.54
2026-01-19,C003,C003_AG4,1492,96,11,1614.92
2026-01-20,C003,C003_AG4,1604,82,19,1410.19
2026-01-21,C003,C003_AG4,1732,104,5,1404.41
2026-01-22,C003,C003_AG4,551,14,3,238.4
2026-01-23,C003,C003_AG4,1776,62,13,629.97
2026-01-24,C003,C003_AG4,1402,65,3,771.75
2026-01-25,C003,C003_AG4,1411,95,8,1573.4
2026-01-26,C003,C003_AG4,1447,63,7,1085.62
2026-01-27,C003,C003_AG4,1781,71,12,1142.95
2026-01-28,C003,C003_AG4,1389,96,6,1519.59
2026-01-29,C003,C003_AG4,1442,71,6,762.57
2026-01-30,C003,C003_AG4,1688,69,14,1272.13
2026-01-31,C003,C003_AG4,1845,72,5,988.39
2026-02-01,C003,C003_AG4,1683,90,18,1176.64
2026-02-02,C003,C003_AG4,1680,53,3,740.39
